date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:09:30	114141/114141	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:29%20GMT	https://www.tastemade.com/recipes/savory-eclairs	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/savory-eclairs.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:31	113838/113838	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:29%20GMT	https://www.tastemade.com/recipes/butternut-squash-alfredo-rollatini	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/butternut-squash-alfredo-rollatini.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:31	120189/120189	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:30%20GMT	https://www.tastemade.com/recipes/roasted-feta-squash-soup	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/roasted-feta-squash-soup.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:32	97852/97852	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:31%20GMT	https://www.tastemade.com/recipes/blue-cloud-coconut-cream-smoothie	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/blue-cloud-coconut-cream-smoothie.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:33	107327/107327	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:32%20GMT	https://www.tastemade.com/recipes/creamy-thyme-herb-oil-dip-with-zaatar-topping	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/creamy-thyme-herb-oil-dip-with-zaatar-topping.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:34	88148/88148	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:33%20GMT	https://www.tastemade.com/recipes/grilled-pineapple-salsa	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/grilled-pineapple-salsa.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:36	90666/90666	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:34%20GMT	https://www.tastemade.com/recipes/ginger-maple-toasted-peanut-butter	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/ginger-maple-toasted-peanut-butter.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:37	95241/95241	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:35%20GMT	https://www.tastemade.com/recipes/witches-broom-snickers-bags	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/witches-broom-snickers-bags.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:37	95904/95904	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:36%20GMT	https://www.tastemade.com/recipes/mms-centerpiece	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/mms-centerpiece.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:39	90981/90981	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:37%20GMT	https://www.tastemade.com/recipes/caramel-apple-snickers-nachos	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/caramel-apple-snickers-nachos.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:39	107092/107092	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:39%20GMT	https://www.tastemade.com/recipes/spooky-mms-smores-dip	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/spooky-mms-smores-dip.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:40	95969/95969	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:39%20GMT	https://www.tastemade.com/recipes/furikake-crispy-rice-treats	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/furikake-crispy-rice-treats.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:41	124822/124822	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:40%20GMT	https://www.tastemade.com/recipes/giant-cookie-cake	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/giant-cookie-cake.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:43	112510/112510	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:42%20GMT	https://www.tastemade.com/recipes/japanese-potatoes-with-miso-aioli	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/japanese-potatoes-with-miso-aioli.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:43	105201/105201	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:42%20GMT	https://www.tastemade.com/recipes/crispy-rice-balls	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/crispy-rice-balls.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:45	136794/136794	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:43%20GMT	https://www.tastemade.com/recipes/mediterranean-nachos	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/mediterranean-nachos.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:46	152500/152500	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:44%20GMT	https://www.tastemade.com/recipes/whole-roasted-smoked-chicken-with-potatoes-sausage-and-salsa-verde	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/whole-roasted-smoked-chicken-with-potatoes-sausage-and-salsa-verde.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:46	170675/170675	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:45%20GMT	https://www.tastemade.com/recipes/pollo-ciudad	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/pollo-ciudad.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:47	95588/95588	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:47%20GMT	https://www.tastemade.com/recipes/loaded-baked-potato-wedges	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/loaded-baked-potato-wedges.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:49	107171/107171	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:48%20GMT	https://www.tastemade.com/recipes/elote-style-chipotle-corn-ribs	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/elote-style-chipotle-corn-ribs.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:50	128941/128941	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:49%20GMT	https://www.tastemade.com/recipes/mac-and-cheese-stuffed-shells	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/mac-and-cheese-stuffed-shells.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:50	111405/111405	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:48%20GMT	https://www.tastemade.com/recipes/grilled-pineapple-chicken-adobo-bowls	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/grilled-pineapple-chicken-adobo-bowls.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:52	109558/109558	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:51%20GMT	https://www.tastemade.com/recipes/avocado-toast-with-radish-ceviche	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/avocado-toast-with-radish-ceviche.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:52	181941/181941	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:50%20GMT	https://www.tastemade.com/recipes/grilled-vegetable-sandwiches-with-cheddar-pepper-spread	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/grilled-vegetable-sandwiches-with-cheddar-pepper-spread.html	(from https://www.tastemade.com/recipes/browse?author__or=Tastemade%20Culinary%20Team)
07:09:53	148123/148123	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:52%20GMT	https://www.tastemade.com/recipes/peruvian-lomo-saltado	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/peruvian-lomo-saltado.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:55	115355/115355	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:53%20GMT	https://www.tastemade.com/recipes/cebiche	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/cebiche.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:57	111053/111053	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:55%20GMT	https://www.tastemade.com/recipes/grilled-chimichurri-chicken-wings	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/grilled-chimichurri-chicken-wings.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:57	108102/108102	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:54%20GMT	https://www.tastemade.com/recipes/venezuelan-arepas	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/venezuelan-arepas.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:57	118864/118864	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:56%20GMT	https://www.tastemade.com/recipes/best-classic-cornish-pasties	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-classic-cornish-pasties.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:58	91158/91158	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:57%20GMT	https://www.tastemade.com/recipes/best-speedy-steak-sandwich	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-speedy-steak-sandwich.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:09:59	89271/89271	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:58%20GMT	https://www.tastemade.com/recipes/snowflake-pancakes-1	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/snowflake-pancakes-1.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:00	110255/110255	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:09:59%20GMT	https://www.tastemade.com/recipes/best-dulce-de-leche-pie	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-dulce-de-leche-pie.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:01	99569/99569	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:01%20GMT	https://www.tastemade.com/recipes/best-watermelon-and-tuna-ceviche	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-watermelon-and-tuna-ceviche.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:02	99584/99584	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:01%20GMT	https://www.tastemade.com/recipes/chicken-laap-1	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/chicken-laap-1.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:03	93406/93406	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:02%20GMT	https://www.tastemade.com/recipes/spaghetti-pizza-1	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/spaghetti-pizza-1.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:04	107677/107677	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:04%20GMT	https://www.tastemade.com/recipes/best-xinxim-curry	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-xinxim-curry.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:06	86254/86254	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:05%20GMT	https://www.tastemade.com/recipes/best-homemade-dulce-de-leche	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-homemade-dulce-de-leche.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:08	95567/95567	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:06%20GMT	https://www.tastemade.com/recipes/best-black-roasted-sesame-purple-basil-vegan-ice-cream	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/best-black-roasted-sesame-purple-basil-vegan-ice-cream.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:08	109398/109398	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:06%20GMT	https://www.tastemade.com/recipes/pan-de-bono	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/pan-de-bono.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:09	140717/140717	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:07%20GMT	https://www.tastemade.com/recipes/ceviche-and-patacones	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/ceviche-and-patacones.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:09	100712/100712	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:08%20GMT	https://www.tastemade.com/recipes/cheese-balls	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/cheese-balls.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:12	124426/124426	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:10%20GMT	https://www.tastemade.com/recipes/lomo-saltado	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/lomo-saltado.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:12	92163/92163	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:12%20GMT	https://www.tastemade.com/recipes/tiny-sandwich-on-toothpick	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/tiny-sandwich-on-toothpick.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:12	101676/101676	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:10%20GMT	https://www.tastemade.com/recipes/brazilian-sweetened-condensed-milk-flan	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/brazilian-sweetened-condensed-milk-flan.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:14	99499/99499	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:13%20GMT	https://www.tastemade.com/recipes/cheese-stuffed-potato	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/cheese-stuffed-potato.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:15	116020/116020	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:14%20GMT	https://www.tastemade.com/recipes/custard-and-fruit-cake	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/custard-and-fruit-cake.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:16	102864/102864	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:15%20GMT	https://www.tastemade.com/recipes/limoncello-frose	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/limoncello-frose.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:16	121626/121626	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:12%20GMT	https://www.tastemade.com/recipes/ceviche-wonton-cups	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/ceviche-wonton-cups.html	(from https://www.tastemade.com/recipes/browse?cuisine_type__or=south_american)
07:10:17	109227/109227	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:17%20GMT	https://www.tastemade.com/recipes/pistachio-molten-lava-cakes	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/pistachio-molten-lava-cakes.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:18	118618/118618	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:18%20GMT	https://www.tastemade.com/recipes/silky-chocolate-mousse-with-chargrilled-cherries-and-toasted-hazelnuts	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/silky-chocolate-mousse-with-chargrilled-cherries-and-toasted-hazelnuts.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:19	124907/124907	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:18%20GMT	https://www.tastemade.com/recipes/apple-and-white-chocolate-rocky-road	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/apple-and-white-chocolate-rocky-road.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:20	116358/116358	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:19%20GMT	https://www.tastemade.com/recipes/caramel-soda-bread	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/caramel-soda-bread.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:21	128639/128639	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:20%20GMT	https://www.tastemade.com/recipes/orange-and-coffee-poke-cake	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/orange-and-coffee-poke-cake.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:23	117448/117448	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:21%20GMT	https://www.tastemade.com/recipes/half-a-pear-crumble	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/half-a-pear-crumble.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:24	148827/148827	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:22%20GMT	https://www.tastemade.com/recipes/mocha-swirls	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/mocha-swirls.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:25	152710/152710	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:23%20GMT	https://www.tastemade.com/recipes/carrot-cake-pakoras-with-cream-cheese-dip	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/carrot-cake-pakoras-with-cream-cheese-dip.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:26	146900/146900	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:24%20GMT	https://www.tastemade.com/recipes/back-to-front-baked-cheesecake	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/back-to-front-baked-cheesecake.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:26	111242/111242	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:25%20GMT	https://www.tastemade.com/recipes/charred-banana-coconut-rum	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/charred-banana-coconut-rum.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:27	105994/105994	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:26%20GMT	https://www.tastemade.com/recipes/no-churn-pineapple-ice-cream	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/no-churn-pineapple-ice-cream.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:29	144244/144244	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:28%20GMT	https://www.tastemade.com/recipes/chocolate-espresso-stuffed-cookies-with-kahlua-glaze	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/chocolate-espresso-stuffed-cookies-with-kahlua-glaze.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:29	147686/147686	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:28%20GMT	https://www.tastemade.com/recipes/banana-peanut-butter-sheet-cake	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/banana-peanut-butter-sheet-cake.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:31	126860/126860	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:30%20GMT	https://www.tastemade.com/recipes/peanut-butter-chocolate-swirl-cookies	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/peanut-butter-chocolate-swirl-cookies.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:32	101711/101711	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:31%20GMT	https://www.tastemade.com/recipes/calpico-ice-cream	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/calpico-ice-cream.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:33	110963/110963	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:32%20GMT	https://www.tastemade.com/recipes/homemade-coconut-milk-tembleque	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/homemade-coconut-milk-tembleque.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:33	151733/151733	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:31%20GMT	https://www.tastemade.com/recipes/cornmeal-shortcakes-with-honey-and-herb-strawberries	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/cornmeal-shortcakes-with-honey-and-herb-strawberries.html	(from https://www.tastemade.com/recipes/browse?category__or=dessert)
07:10:34	133883/133883	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:33%20GMT	https://www.tastemade.com/recipes/chicken-pate-with-kumquat-preserves	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/chicken-pate-with-kumquat-preserves.html	(from https://www.tastemade.com/recipes/browse?category__or=make_ahead)
07:10:35	129475/129475	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:34%20GMT	https://www.tastemade.com/recipes/chicken-burrito-bowls	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/chicken-burrito-bowls.html	(from https://www.tastemade.com/recipes/browse?category__or=make_ahead)
07:10:36	110956/110956	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:35%20GMT	https://www.tastemade.com/recipes/japanese-breakfast-rice-sandwiches	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/japanese-breakfast-rice-sandwiches.html	(from https://www.tastemade.com/recipes/browse?category__or=make_ahead)
07:10:37	89454/89454	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2011:10:36%20GMT	https://www.tastemade.com/recipes/chocolate-ganache-dumplings	/Users/khubaib-shopsense/websites/tastemade/www.tastemade.com/recipes/chocolate-ganache-dumplings.html	(from https://www.tastemade.com/recipes/browse?category__or=make_ahead)
